7227.FBpp0112147_9606.ENSP00000366135	7227.FBpp0083989_9606.ENSP00000366997
7227.FBpp0078689_9606.ENSP00000362688	7227.FBpp0086098_9606.ENSP00000354125
7227.FBpp0078689_9606.ENSP00000362688	7227.FBpp0088565_9606.ENSP00000216190
7227.FBpp0078689_9606.ENSP00000362688	7227.FBpp0086013_9606.ENSP00000332604
7227.FBpp0078689_9606.ENSP00000362688	7227.FBpp0302537_9606.ENSP00000253039
7227.FBpp0078689_9606.ENSP00000362688	7227.FBpp0071587_9606.ENSP00000248342
7227.FBpp0078532_9606.ENSP00000310040	7227.FBpp0075104_9606.ENSP00000220849
7227.FBpp0078532_9606.ENSP00000310040	7227.FBpp0075754_9606.ENSP00000416892
7227.FBpp0078532_9606.ENSP00000310040	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0078532_9606.ENSP00000310040	7227.FBpp0086098_9606.ENSP00000354125
7227.FBpp0078532_9606.ENSP00000310040	7227.FBpp0088565_9606.ENSP00000216190
7227.FBpp0078532_9606.ENSP00000310040	7227.FBpp0086013_9606.ENSP00000332604
7227.FBpp0078532_9606.ENSP00000310040	7227.FBpp0071587_9606.ENSP00000248342
7227.FBpp0078667_9606.ENSP00000429931	7227.FBpp0075104_9606.ENSP00000220849
7227.FBpp0078667_9606.ENSP00000429931	7227.FBpp0075754_9606.ENSP00000416892
7227.FBpp0078667_9606.ENSP00000429931	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0078667_9606.ENSP00000429931	7227.FBpp0086098_9606.ENSP00000354125
7227.FBpp0078667_9606.ENSP00000429931	7227.FBpp0088565_9606.ENSP00000216190
7227.FBpp0078667_9606.ENSP00000429931	7227.FBpp0086013_9606.ENSP00000332604
7227.FBpp0078667_9606.ENSP00000429931	7227.FBpp0071587_9606.ENSP00000248342
7227.FBpp0078667_9606.ENSP00000429931	7227.FBpp0078689_9606.ENSP00000362688
7227.FBpp0078667_9606.ENSP00000429931	7227.FBpp0078532_9606.ENSP00000310040
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0075104_9606.ENSP00000220849
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0075754_9606.ENSP00000416892
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0086098_9606.ENSP00000354125
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0088565_9606.ENSP00000216190
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0086013_9606.ENSP00000332604
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0071587_9606.ENSP00000248342
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0078689_9606.ENSP00000362688
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0078532_9606.ENSP00000310040
7227.FBpp0086705_9606.ENSP00000436049	7227.FBpp0078667_9606.ENSP00000429931
7227.FBpp0082019_9606.ENSP00000370258	7227.FBpp0075104_9606.ENSP00000220849
7227.FBpp0082019_9606.ENSP00000370258	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0082019_9606.ENSP00000370258	7227.FBpp0086098_9606.ENSP00000354125
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0075104_9606.ENSP00000220849
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0075754_9606.ENSP00000416892
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0086098_9606.ENSP00000354125
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0088565_9606.ENSP00000216190
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0086013_9606.ENSP00000332604
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0071587_9606.ENSP00000248342
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0078689_9606.ENSP00000362688
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0078532_9606.ENSP00000310040
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0078667_9606.ENSP00000429931
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0086705_9606.ENSP00000436049
7227.FBpp0070430_9606.ENSP00000253108	7227.FBpp0082019_9606.ENSP00000370258
7227.FBpp0070279_9606.ENSP00000346067	7227.FBpp0081822_9606.ENSP00000346001
7227.FBpp0070279_9606.ENSP00000346067	7227.FBpp0084617_9606.ENSP00000311430
7227.FBpp0070279_9606.ENSP00000346067	7227.FBpp0303680_9606.ENSP00000426909
7227.FBpp0070279_9606.ENSP00000346067	7227.FBpp0304202_9606.ENSP00000353741
7227.FBpp0070279_9606.ENSP00000346067	7227.FBpp0304879_9606.ENSP00000359345
7227.FBpp0070279_9606.ENSP00000346067	7227.FBpp0072801_9606.ENSP00000262584
7227.FBpp0070279_9606.ENSP00000346067	7227.FBpp0085717_9606.ENSP00000363676
7227.FBpp0070279_9606.ENSP00000346067	7227.FBpp0083802_9606.ENSP00000433821
7227.FBpp0111817_9606.ENSP00000338020	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0111817_9606.ENSP00000338020	7227.FBpp0081324_9606.ENSP00000269349
7227.FBpp0111817_9606.ENSP00000338020	7227.FBpp0297911_9606.ENSP00000293831
7227.FBpp0087475_9606.ENSP00000262056	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0072908_9606.ENSP00000419449	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0072908_9606.ENSP00000419449	7227.FBpp0086013_9606.ENSP00000332604
7227.FBpp0074075_9606.ENSP00000256383	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0074075_9606.ENSP00000256383	7227.FBpp0302537_9606.ENSP00000253039
7227.FBpp0073947_9606.ENSP00000216554	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0073947_9606.ENSP00000216554	7227.FBpp0086098_9606.ENSP00000354125
7227.FBpp0073947_9606.ENSP00000216554	7227.FBpp0302537_9606.ENSP00000253039
7227.FBpp0073947_9606.ENSP00000216554	7227.FBpp0078689_9606.ENSP00000362688
7227.FBpp0073947_9606.ENSP00000216554	7227.FBpp0070430_9606.ENSP00000253108
7227.FBpp0073947_9606.ENSP00000216554	7227.FBpp0074075_9606.ENSP00000256383
7227.FBpp0082994_9606.ENSP00000368927	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0082994_9606.ENSP00000368927	7227.FBpp0070279_9606.ENSP00000346067
7227.FBpp0082994_9606.ENSP00000368927	7227.FBpp0072908_9606.ENSP00000419449
7227.FBpp0082994_9606.ENSP00000368927	7227.FBpp0073947_9606.ENSP00000216554
7227.FBpp0075700_9606.ENSP00000364119	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0075700_9606.ENSP00000364119	7227.FBpp0302537_9606.ENSP00000253039
7227.FBpp0075700_9606.ENSP00000364119	7227.FBpp0074075_9606.ENSP00000256383
7227.FBpp0301570_9606.ENSP00000289371	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0301570_9606.ENSP00000289371	7227.FBpp0086013_9606.ENSP00000332604
7227.FBpp0301570_9606.ENSP00000289371	7227.FBpp0082994_9606.ENSP00000368927
7227.FBpp0083293_9606.ENSP00000261868	7227.FBpp0078584_9606.ENSP00000358140
7227.FBpp0083293_9606.ENSP00000261868	7227.FBpp0086098_9606.ENSP00000354125
7227.FBpp0083293_9606.ENSP00000261868	7227.FBpp0088565_9606.ENSP00000216190
7227.FBpp0083293_9606.ENSP00000261868	7227.FBpp0086013_9606.ENSP00000332604
7227.FBpp0083293_9606.ENSP00000261868	7227.FBpp0078689_9606.ENSP00000362688
7227.FBpp0083293_9606.ENSP00000261868	7227.FBpp0073947_9606.ENSP00000216554
7227.FBpp0078633_9606.ENSP00000361465	7227.FBpp0077714_9606.ENSP00000263331
7227.FBpp0078633_9606.ENSP00000361465	7227.FBpp0086640_9606.ENSP00000263857
7227.FBpp0078633_9606.ENSP00000361465	7227.FBpp0087085_9606.ENSP00000228347
7227.FBpp0078633_9606.ENSP00000361465	7227.FBpp0290035_9606.ENSP00000361446
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0077714_9606.ENSP00000263331
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0086640_9606.ENSP00000263857
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0087085_9606.ENSP00000228347
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0305673_9606.ENSP00000359531
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0085716_9606.ENSP00000404029
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0071503_9606.ENSP00000375809
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0075348_9606.ENSP00000259895
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0073387_9606.ENSP00000314949
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0082353_9606.ENSP00000312735
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0290035_9606.ENSP00000361446
7227.FBpp0304268_9606.ENSP00000215587	7227.FBpp0078633_9606.ENSP00000361465
7227.FBpp0084067_9606.ENSP00000324124	7227.FBpp0077714_9606.ENSP00000263331
7227.FBpp0084067_9606.ENSP00000324124	7227.FBpp0086640_9606.ENSP00000263857
7227.FBpp0084067_9606.ENSP00000324124	7227.FBpp0087085_9606.ENSP00000228347
7227.FBpp0084067_9606.ENSP00000324124	7227.FBpp0073387_9606.ENSP00000314949
7227.FBpp0084067_9606.ENSP00000324124	7227.FBpp0082353_9606.ENSP00000312735
7227.FBpp0084067_9606.ENSP00000324124	7227.FBpp0290035_9606.ENSP00000361446
7227.FBpp0084067_9606.ENSP00000324124	7227.FBpp0078633_9606.ENSP00000361465
7227.FBpp0084067_9606.ENSP00000324124	7227.FBpp0304268_9606.ENSP00000215587
7227.FBpp0079000_9606.ENSP00000222567	7227.FBpp0077714_9606.ENSP00000263331
7227.FBpp0079000_9606.ENSP00000222567	7227.FBpp0086640_9606.ENSP00000263857
7227.FBpp0079000_9606.ENSP00000222567	7227.FBpp0078633_9606.ENSP00000361465
7227.FBpp0079000_9606.ENSP00000222567	7227.FBpp0304268_9606.ENSP00000215587
7227.FBpp0079000_9606.ENSP00000222567	7227.FBpp0084067_9606.ENSP00000324124
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0077714_9606.ENSP00000263331
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0086640_9606.ENSP00000263857
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0087085_9606.ENSP00000228347
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0305673_9606.ENSP00000359531
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0085716_9606.ENSP00000404029
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0073387_9606.ENSP00000314949
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0082353_9606.ENSP00000312735
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0290035_9606.ENSP00000361446
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0078633_9606.ENSP00000361465
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0304268_9606.ENSP00000215587
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0084067_9606.ENSP00000324124
7227.FBpp0078086_9606.ENSP00000296223	7227.FBpp0079000_9606.ENSP00000222567
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0077714_9606.ENSP00000263331
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0086640_9606.ENSP00000263857
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0087085_9606.ENSP00000228347
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0073387_9606.ENSP00000314949
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0082353_9606.ENSP00000312735
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0290035_9606.ENSP00000361446
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0078633_9606.ENSP00000361465
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0304268_9606.ENSP00000215587
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0084067_9606.ENSP00000324124
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0079000_9606.ENSP00000222567
7227.FBpp0111294_9606.ENSP00000342889	7227.FBpp0078086_9606.ENSP00000296223
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0077714_9606.ENSP00000263331
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0086640_9606.ENSP00000263857
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0087085_9606.ENSP00000228347
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0305673_9606.ENSP00000359531
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0085716_9606.ENSP00000404029
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0071503_9606.ENSP00000375809
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0075348_9606.ENSP00000259895
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0073387_9606.ENSP00000314949
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0082353_9606.ENSP00000312735
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0075982_9606.ENSP00000285398
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0290035_9606.ENSP00000361446
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0078633_9606.ENSP00000361465
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0304268_9606.ENSP00000215587
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0084067_9606.ENSP00000324124
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0079000_9606.ENSP00000222567
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0078086_9606.ENSP00000296223
7227.FBpp0078433_9606.ENSP00000403852	7227.FBpp0111294_9606.ENSP00000342889
7227.FBpp0083564_9606.ENSP00000331111	7227.FBpp0077714_9606.ENSP00000263331
7227.FBpp0083564_9606.ENSP00000331111	7227.FBpp0086640_9606.ENSP00000263857
7227.FBpp0083564_9606.ENSP00000331111	7227.FBpp0078633_9606.ENSP00000361465
7227.FBpp0083564_9606.ENSP00000331111	7227.FBpp0304268_9606.ENSP00000215587
7227.FBpp0083564_9606.ENSP00000331111	7227.FBpp0084067_9606.ENSP00000324124
7227.FBpp0083564_9606.ENSP00000331111	7227.FBpp0079000_9606.ENSP00000222567
7227.FBpp0083564_9606.ENSP00000331111	7227.FBpp0078086_9606.ENSP00000296223
7227.FBpp0083564_9606.ENSP00000331111	7227.FBpp0111294_9606.ENSP00000342889
7227.FBpp0083564_9606.ENSP00000331111	7227.FBpp0078433_9606.ENSP00000403852
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0077714_9606.ENSP00000263331
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0086640_9606.ENSP00000263857
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0087085_9606.ENSP00000228347
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0290035_9606.ENSP00000361446
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0078633_9606.ENSP00000361465
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0304268_9606.ENSP00000215587
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0084067_9606.ENSP00000324124
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0079000_9606.ENSP00000222567
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0078086_9606.ENSP00000296223
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0111294_9606.ENSP00000342889
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0078433_9606.ENSP00000403852
7227.FBpp0304829_9606.ENSP00000302478	7227.FBpp0083564_9606.ENSP00000331111
7227.FBpp0289675_9606.ENSP00000266970	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0289675_9606.ENSP00000266970	7227.FBpp0070729_9606.ENSP00000229854
7227.FBpp0289675_9606.ENSP00000266970	7227.FBpp0081317_9606.ENSP00000265056
7227.FBpp0289675_9606.ENSP00000266970	7227.FBpp0081756_9606.ENSP00000216122
7227.FBpp0289675_9606.ENSP00000266970	7227.FBpp0088055_9606.ENSP00000262105
7227.FBpp0071222_9606.ENSP00000318775	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0071222_9606.ENSP00000318775	7227.FBpp0072065_9606.ENSP00000314004
7227.FBpp0071222_9606.ENSP00000318775	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0071222_9606.ENSP00000318775	7227.FBpp0073893_9606.ENSP00000339109
7227.FBpp0071222_9606.ENSP00000318775	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0071222_9606.ENSP00000318775	7227.FBpp0080894_9606.ENSP00000378350
7227.FBpp0305611_9606.ENSP00000349957	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0305611_9606.ENSP00000349957	7227.FBpp0072065_9606.ENSP00000314004
7227.FBpp0305611_9606.ENSP00000349957	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0305611_9606.ENSP00000349957	7227.FBpp0073893_9606.ENSP00000339109
7227.FBpp0305611_9606.ENSP00000349957	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0305611_9606.ENSP00000349957	7227.FBpp0080894_9606.ENSP00000378350
7227.FBpp0305611_9606.ENSP00000349957	7227.FBpp0071222_9606.ENSP00000318775
7227.FBpp0075807_9606.ENSP00000274026	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0075807_9606.ENSP00000274026	7227.FBpp0081317_9606.ENSP00000265056
7227.FBpp0075807_9606.ENSP00000274026	7227.FBpp0076312_9606.ENSP00000307288
7227.FBpp0075807_9606.ENSP00000274026	7227.FBpp0074608_9606.ENSP00000300093
7227.FBpp0075807_9606.ENSP00000274026	7227.FBpp0079641_9606.ENSP00000378699
7227.FBpp0075807_9606.ENSP00000274026	7227.FBpp0289675_9606.ENSP00000266970
7227.FBpp0071822_9606.ENSP00000256442	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0071822_9606.ENSP00000256442	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0071822_9606.ENSP00000256442	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0071822_9606.ENSP00000256442	7227.FBpp0074608_9606.ENSP00000300093
7227.FBpp0071822_9606.ENSP00000256442	7227.FBpp0079641_9606.ENSP00000378699
7227.FBpp0071822_9606.ENSP00000256442	7227.FBpp0289675_9606.ENSP00000266970
7227.FBpp0071822_9606.ENSP00000256442	7227.FBpp0075807_9606.ENSP00000274026
7227.FBpp0305184_9606.ENSP00000287598	7227.FBpp0072065_9606.ENSP00000314004
7227.FBpp0305184_9606.ENSP00000287598	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0305184_9606.ENSP00000287598	7227.FBpp0073893_9606.ENSP00000339109
7227.FBpp0305184_9606.ENSP00000287598	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0305184_9606.ENSP00000287598	7227.FBpp0071222_9606.ENSP00000318775
7227.FBpp0305184_9606.ENSP00000287598	7227.FBpp0305611_9606.ENSP00000349957
7227.FBpp0073018_9606.ENSP00000261819	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0073018_9606.ENSP00000261819	7227.FBpp0072065_9606.ENSP00000314004
7227.FBpp0073018_9606.ENSP00000261819	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0073018_9606.ENSP00000261819	7227.FBpp0073893_9606.ENSP00000339109
7227.FBpp0073018_9606.ENSP00000261819	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0073018_9606.ENSP00000261819	7227.FBpp0080894_9606.ENSP00000378350
7227.FBpp0073018_9606.ENSP00000261819	7227.FBpp0071222_9606.ENSP00000318775
7227.FBpp0073018_9606.ENSP00000261819	7227.FBpp0305611_9606.ENSP00000349957
7227.FBpp0073018_9606.ENSP00000261819	7227.FBpp0305184_9606.ENSP00000287598
7227.FBpp0076371_9606.ENSP00000209728	7227.FBpp0070729_9606.ENSP00000229854
7227.FBpp0076371_9606.ENSP00000209728	7227.FBpp0070913_9606.ENSP00000264156
7227.FBpp0076371_9606.ENSP00000209728	7227.FBpp0081317_9606.ENSP00000265056
7227.FBpp0076371_9606.ENSP00000209728	7227.FBpp0081756_9606.ENSP00000216122
7227.FBpp0076371_9606.ENSP00000209728	7227.FBpp0088055_9606.ENSP00000262105
7227.FBpp0076371_9606.ENSP00000209728	7227.FBpp0076312_9606.ENSP00000307288
7227.FBpp0076371_9606.ENSP00000209728	7227.FBpp0079641_9606.ENSP00000378699
7227.FBpp0076371_9606.ENSP00000209728	7227.FBpp0289675_9606.ENSP00000266970
7227.FBpp0076371_9606.ENSP00000209728	7227.FBpp0075807_9606.ENSP00000274026
7227.FBpp0079115_9606.ENSP00000227618	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0072065_9606.ENSP00000314004
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0073893_9606.ENSP00000339109
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0080894_9606.ENSP00000378350
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0071222_9606.ENSP00000318775
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0305611_9606.ENSP00000349957
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0071822_9606.ENSP00000256442
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0305184_9606.ENSP00000287598
7227.FBpp0086107_9606.ENSP00000310071	7227.FBpp0073018_9606.ENSP00000261819
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0072065_9606.ENSP00000314004
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0073893_9606.ENSP00000339109
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0080894_9606.ENSP00000378350
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0071222_9606.ENSP00000318775
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0305611_9606.ENSP00000349957
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0305184_9606.ENSP00000287598
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0073018_9606.ENSP00000261819
7227.FBpp0083769_9606.ENSP00000348554	7227.FBpp0086107_9606.ENSP00000310071
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0072065_9606.ENSP00000314004
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0073893_9606.ENSP00000339109
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0080894_9606.ENSP00000378350
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0071222_9606.ENSP00000318775
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0305184_9606.ENSP00000287598
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0073018_9606.ENSP00000261819
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0086107_9606.ENSP00000310071
7227.FBpp0070907_9606.ENSP00000394394	7227.FBpp0083769_9606.ENSP00000348554
7227.FBpp0075690_9606.ENSP00000348838	7227.FBpp0070654_9606.ENSP00000378529
7227.FBpp0075690_9606.ENSP00000348838	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0075690_9606.ENSP00000348838	7227.FBpp0083769_9606.ENSP00000348554
7227.FBpp0076819_9606.ENSP00000296509	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0076819_9606.ENSP00000296509	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0076819_9606.ENSP00000296509	7227.FBpp0080894_9606.ENSP00000378350
7227.FBpp0076819_9606.ENSP00000296509	7227.FBpp0079641_9606.ENSP00000378699
7227.FBpp0076819_9606.ENSP00000296509	7227.FBpp0071222_9606.ENSP00000318775
7227.FBpp0076819_9606.ENSP00000296509	7227.FBpp0075807_9606.ENSP00000274026
7227.FBpp0076819_9606.ENSP00000296509	7227.FBpp0305184_9606.ENSP00000287598
7227.FBpp0076819_9606.ENSP00000296509	7227.FBpp0086107_9606.ENSP00000310071
7227.FBpp0076819_9606.ENSP00000296509	7227.FBpp0083769_9606.ENSP00000348554
7227.FBpp0084831_9606.ENSP00000357858	7227.FBpp0305561_9606.ENSP00000434614
7227.FBpp0084831_9606.ENSP00000357858	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0084831_9606.ENSP00000357858	7227.FBpp0076819_9606.ENSP00000296509
7227.FBpp0081957_9606.ENSP00000216911	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0081957_9606.ENSP00000216911	7227.FBpp0074608_9606.ENSP00000300093
7227.FBpp0081957_9606.ENSP00000216911	7227.FBpp0076819_9606.ENSP00000296509
7227.FBpp0073035_9606.ENSP00000296328	7227.FBpp0111818_9606.ENSP00000351777
7227.FBpp0085368_9606.ENSP00000302530	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0085368_9606.ENSP00000302530	7227.FBpp0074608_9606.ENSP00000300093
7227.FBpp0085368_9606.ENSP00000302530	7227.FBpp0079641_9606.ENSP00000378699
7227.FBpp0085368_9606.ENSP00000302530	7227.FBpp0076819_9606.ENSP00000296509
7227.FBpp0085368_9606.ENSP00000302530	7227.FBpp0084831_9606.ENSP00000357858
7227.FBpp0078704_9606.ENSP00000463999	7227.FBpp0080391_9606.ENSP00000308450
7227.FBpp0078704_9606.ENSP00000463999	7227.FBpp0079641_9606.ENSP00000378699
7227.FBpp0078704_9606.ENSP00000463999	7227.FBpp0076819_9606.ENSP00000296509
7227.FBpp0078704_9606.ENSP00000463999	7227.FBpp0084831_9606.ENSP00000357858
7227.FBpp0078704_9606.ENSP00000463999	7227.FBpp0085368_9606.ENSP00000302530
7227.FBpp0070894_9606.ENSP00000337053	7227.FBpp0111818_9606.ENSP00000351777
7227.FBpp0081253_9606.ENSP00000312709	7227.FBpp0293442_9606.ENSP00000276072
7227.FBpp0081253_9606.ENSP00000312709	7227.FBpp0074709_9606.ENSP00000399982
7227.FBpp0081253_9606.ENSP00000312709	7227.FBpp0076090_9606.ENSP00000367406
7227.FBpp0081253_9606.ENSP00000312709	7227.FBpp0087335_9606.ENSP00000358854
7227.FBpp0074237_9606.ENSP00000217893	7227.FBpp0293442_9606.ENSP00000276072
7227.FBpp0074237_9606.ENSP00000217893	7227.FBpp0074709_9606.ENSP00000399982
7227.FBpp0074237_9606.ENSP00000217893	7227.FBpp0076090_9606.ENSP00000367406
7227.FBpp0074237_9606.ENSP00000217893	7227.FBpp0087335_9606.ENSP00000358854
7227.FBpp0074237_9606.ENSP00000217893	7227.FBpp0085431_9606.ENSP00000347733
7227.FBpp0074237_9606.ENSP00000217893	7227.FBpp0075701_9606.ENSP00000225916
7227.FBpp0074237_9606.ENSP00000217893	7227.FBpp0081253_9606.ENSP00000312709
